"","Models Compared","table","eval_col","test_category","num_visits","Effect Size","LMM P-value","no-shift vs shift","shift-time vs no-shift-time","Effect Size No-Extreme","LMM P-value No-Extreme","no-shift vs shift No-Extreme","shift-time vs no-shift-time No-Extreme"
"345","model 17 vs 10","adni","_visuospatial","COMBINED PVALUES","0","3","0","0","0.0308011035020722","3","0","0","0.112238911078812"
"346","model 17 vs 10","adni","_execfunc","EcogSPEF","5.31778929188256","-0.000874178970758906","0.311981833402515","2.04e-01","3.11e-01","-0.000631591333221982","0.61480564441719","4.01e-01","6.15e-01"
"347","model 17 vs 10","adni","_execfunc","MMSE_ATTCALC","5.89580093312597","-0.000265463353099012","0.919022976410659","1.49e-01","9.19e-01","3.84483097841398e-05","0.99198262181747","3.65e-01","9.92e-01"
"348","model 17 vs 10","adni","_execfunc","MOCA_EF","5.50758853288364","0.0121179481945329","0.342541655605396","5.47e-01","3.42e-01","0.00106875340755679","0.956400788008907","8.07e-01","9.56e-01"
"349","model 17 vs 10","adni","_execfunc","CDJUDGE","6.80715396578538","-0.000170775061547886","0.606631530503219","7.49e-01","6.06e-01","-0.000297854264942133","0.528401647415806","3.85e-01","5.28e-01"
"350","model 17 vs 10","adni","_execfunc","COMBINED PVALUES","0","4","0","0","0.64937301073309","4","0","0","0.987415162039367"
"351","model 17 vs 11","adni","","MMSE","6.69206842923795","0.0121843869430288","0.557180056415232","8.39e-01","5.57e-01","-0.004283046517919","0.8768544441081","9.65e-01","8.77e-01"
"352","model 17 vs 11","adni","","CDRSB","6.73872472783826","-0.00849789644331313","0.376048963955197","6.7e-01","3.76e-01","-0.0141794840541729","0.259181524041031","5.18e-01","2.59e-01"
"353","model 17 vs 11","adni","","EcogSPTotal","5.56093489148581","-0.000224653575981682","0.788109965557291","9.05e-01","7.88e-01","-0.000668760593533424","0.551885651119269","7.56e-01","5.52e-01"
"354","model 17 vs 11","adni","","ADAS13","6.49438202247191","-0.1081423189237","0.467204604998135","6.56e-01","4.67e-01","-0.114885993116235","0.555518728456835","5.69e-01","5.56e-01"
"355","model 17 vs 11","adni","","MOCA","5.46699669966997","-0.00525197875977013","0.827546669095191","9.3e-01","8.27e-01","-0.00307326017754546","0.923441880613998","6.64e-01","9.23e-01"
"356","model 17 vs 11","adni","","GDTOTAL","6.64074650077761","-0.00407518182298811","0.369122478564753","2.86e-01","3.7e-01","-0.00553862178629125","0.372402127104622","5.49e-01","3.73e-01"
"357","model 17 vs 11","adni","","PTAU","2.28630705394191","-0.0580154522948752","0.851130889874331","8.67e-01","8.51e-01","0.00159929605001725","0.997067622030659","9.78e-01","9.97e-01"
"358","model 17 vs 11","adni","","TAU","2.28630705394191","13.5580875423846","0.548484947763983","7.46e-01","5.5e-01","27.8507341991121","0.374701509494825","6.61e-01","3.79e-01"
"359","model 17 vs 11","adni","","ABETA","2.28630705394191","-220.848278937668","0.526467685673231","3.65e-01","5.26e-01","-285.453381635017","0.559430444927214","1.16e-01","5.6e-01"
"360","model 17 vs 11","adni","","COMBINED PVALUES","0","8","0","0","0.773344364418837","8","0","0","0.920307807019523"
"361","model 17 vs 11","adni","_memory","EcogSPMem","5.55241264559068","-0.00109961148159352","0.308015626004724","5.69e-01","3.07e-01","-0.00169420407990895","0.242596793426922","3.95e-01","2.42e-01"
"362","model 17 vs 11","adni","_memory","MMSE_RECALL","5.89735614307932","-0.0015329917165433","0.552093402482314","7.76e-01","5.52e-01","-0.000840788767238044","0.80517975621244","9.69e-01","8.05e-01"
"363","model 17 vs 11","adni","_memory","ADAS_MEMORY","6.54414125200642","-0.0474020062324119","0.312770062377353","4.78e-01","3.13e-01","-0.0842935934022144","0.186005835919336","3.38e-01","1.87e-01"
"364","model 17 vs 11","adni","_memory","MOCA_MEMORY","5.47723440134907","0.0100026207224304","0.730879981370148","8.78e-01","7.31e-01","0.0136855431988233","0.728051076972727","5.83e-01","7.28e-01"
"365","model 17 vs 11","adni","_memory","CDMEMORY","6.80715396578538","-0.000242717081809802","0.537381352901633","7.92e-01","5.38e-01","-0.000585458303787649","0.242937914628555","4.32e-01","2.43e-01"
"366","model 17 vs 11","adni","_memory","COMBINED PVALUES","0","5","0","0","0.473296642117833","5","0","0","0.357052293066763"
"367","model 17 vs 11","adni","_language","EcogSPLang","5.54908485856905","-0.000474558377362058","0.542380566799694","8.04e-01","5.43e-01","-0.000808000428360194","0.443879409794598","6.34e-01","4.45e-01"
"368","model 17 vs 11","adni","_language","MMSE_LANGUAGE","6.68740279937792","-0.00174868289971658","0.247308804574823","2.28e-01","2.47e-01","-0.00203265041047175","0.328844072374934","4.63e-01","3.29e-01"
"369","model 17 vs 11","adni","_language","ADAS_LANGUAGE","6.5569823434992","0.000367411814816761","0.909618668876467","9.54e-01","9.1e-01","0.00225940561269574","0.617959130275965","6.98e-01","6.18e-01"
"370","model 17 vs 11","adni","_language","MOCA_LANGUAGE","5.52107925801012","-0.0001935048552993","0.995173662817923","7.15e-01","9.95e-01","0.000250712657888263","0.99538063059892","6.44e-01","9.95e-01"
"371","model 17 vs 11","adni","_language","COMBINED PVALUES","0","4","0","0","0.952570889864405","4","0","0","0.874420869410285"
"372","model 17 vs 11","adni","_orientation","MMSE_ORIENTATION","6.69206842923795","-0.00213814031973694","0.654684512964642","9.03e-01","6.54e-01","0.00266216843143382","0.668205174869019","9.03e-01","6.68e-01"
"373","model 17 vs 11","adni","_orientation","ADAS_ORIENTATION","6.55056179775281","-0.00392327450566647","0.160514339265333","3.72e-01","1.6e-01","-0.00427355801991167","0.212029367310406","1.6e-01","2.12e-01"
"374","model 17 vs 11","adni","_orientation","MOCA_ORIENTATION","5.52107925801012","0.00099070176696181","0.597450753833994","6.38e-01","5.97e-01","0.0011189142283742","0.640368193928664","2.76e-01","6.4e-01"
"375","model 17 vs 11","adni","_orientation","CDORIENT","6.80715396578538","-0.000217610978849045","0.546729110091679","8.32e-01","5.47e-01","-0.000607892960138986","0.191784824507823","4.08e-01","1.92e-01"
"376","model 17 vs 11","adni","_orientation","COMBINED PVALUES","0","4","0","0","0.453303120220292","4","0","0","0.330476651911572"
"377","model 17 vs 11","adni","_visuospatial","EcogSPVisspat","5.49166666666667","-0.000178008335938939","0.820040533144151","5.42e-01","8.2e-01","-0.00113726056362226","0.285709978632575","4.28e-01","2.85e-01"
"378","model 17 vs 11","adni","_visuospatial","ADAS_VISUOSPATIAL","6.55216693418941","-0.000893505233483532","0.127543662430325","9.04e-02","1.26e-01","-0.000454188444057312","0.569357510368875","5.91e-01","5.69e-01"
"379","model 17 vs 11","adni","_visuospatial","MOCA_VISUOSPATIAL","5.52276559865093","-0.00211781332956211","0.207789181910023","2.3e-01","2.07e-01","-0.00278561999751525","0.223681626210996","3.81e-01","2.23e-01"
"380","model 17 vs 11","adni","_visuospatial","COMBINED PVALUES","0","3","0","0","0.272757548311554","3","0","0","0.252193353096159"
"381","model 17 vs 11","adni","_execfunc","EcogSPEF","5.31778929188256","-0.000161271383675069","0.859989608138951","7.74e-01","8.6e-01","-0.000928757839840266","0.449719278771368","7.44e-01","4.49e-01"
"382","model 17 vs 11","adni","_execfunc","MMSE_ATTCALC","5.89580093312597","0.00315988757711519","0.2606059742836","4.5e-01","2.6e-01","0.00497343522686247","0.186760216683344","4.18e-01","1.87e-01"
"383","model 17 vs 11","adni","_execfunc","MOCA_EF","5.50758853288364","0.00520164168293095","0.698911772751312","8.03e-01","6.99e-01","-0.00784892789728616","0.67679426843427","7.81e-01","6.77e-01"
"384","model 17 vs 11","adni","_execfunc","CDJUDGE","6.80715396578538","0.000133778158315343","0.703459363436022","8.41e-01","7.04e-01","-0.000406251498462576","0.378553982937737","6.65e-01","3.79e-01"
"385","model 17 vs 11","adni","_execfunc","COMBINED PVALUES","0","4","0","0","0.772534693849299","4","0","0","0.332511731070911"
"386","model 17 vs 12","adni","","MMSE","6.69206842923795","0.0106460039396613","0.585448372126693","4.09e-01","5.85e-01","-0.00838528586423184","0.762315775700203","7.24e-01","7.62e-01"
"387","model 17 vs 12","adni","","CDRSB","6.73872472783826","-0.0168519042997273","0.0605583913754514","1.71e-01","6.04e-02","-0.0153507300129834","0.225289516451181","4.52e-01","2.25e-01"
"388","model 17 vs 12","adni","","EcogSPTotal","5.56093489148581","-0.000862213937574674","0.274730111408653","4.39e-01","2.74e-01","-0.00114827815369778","0.298416195333737","4.39e-01","2.98e-01"
"389","model 17 vs 12","adni","","ADAS13","6.49438202247191","-0.111085243431622","0.430652909235266","6.45e-01","4.3e-01","-0.227065273274963","0.27043078815041","3.83e-01","2.7e-01"
"390","model 17 vs 12","adni","","MOCA","5.46699669966997","0.0115034393301062","0.615647201434085","7.17e-01","6.15e-01","-0.00613996614251667","0.846641882788613","8.97e-01","8.47e-01"
"391","model 17 vs 12","adni","","GDTOTAL","6.64074650077761","-0.00541691126445423","0.21580227485649","2.27e-01","2.17e-01","-0.0112841754001466","0.0740915988128279","1.95e-01","7.45e-02"
"392","model 17 vs 12","adni","","PTAU","2.28630705394191","-0.0199352197002678","0.944029322792483","9.66e-01","9.44e-01","0.230236173432299","0.627414263198241","8.88e-01","6.27e-01"
"393","model 17 vs 12","adni","","TAU","2.28630705394191","1.7800043408423","0.931270969094689","9.41e-01","9.32e-01","22.5909205614001","0.511827173958105","8.05e-01","5.13e-01"
"394","model 17 vs 12","adni","","ABETA","2.28630705394191","-421.822320480663","0.191147944369374","3.52e-01","1.9e-01","-595.469130832729","0.217675560150516","2.78e-01","2.23e-01"
"395","model 17 vs 12","adni","","COMBINED PVALUES","0","8","0","0","0.449779774450826","8","0","0","0.263730524232811"
"396","model 17 vs 12","adni","_memory","EcogSPMem","5.55241264559068","-0.00131478580432465","0.200799586749541","2.9e-01","2e-01","-0.000971547487890626","0.500909590370907","4.31e-01","5.01e-01"
"397","model 17 vs 12","adni","_memory","MMSE_RECALL","5.89735614307932","-0.000725029695906512","0.763572189812798","7.15e-01","7.64e-01","-0.00169261452595005","0.62900561139147","8.89e-01","6.29e-01"
"398","model 17 vs 12","adni","_memory","ADAS_MEMORY","6.54414125200642","-0.0485480230774089","0.28017895897301","5.1e-01","2.8e-01","-0.130903752319027","0.0434785494064665","9.31e-02","4.36e-02"
"399","model 17 vs 12","adni","_memory","MOCA_MEMORY","5.47723440134907","0.0379681330267717","0.174516758627034","3.9e-01","1.74e-01","0.0362226473782249","0.347697461250625","5.97e-01","3.47e-01"
"400","model 17 vs 12","adni","_memory","CDMEMORY","6.80715396578538","-0.000543943955426104","0.143633166668834","3.35e-01","1.44e-01","-0.000241938377166389","0.637938412250662","6.29e-01","6.38e-01"
"401","model 17 vs 12","adni","_memory","COMBINED PVALUES","0","5","0","0","0.113089109124087","5","0","0","0.262852015445555"
"402","model 17 vs 12","adni","_language","EcogSPLang","5.54908485856905","-0.000697278952750585","0.347728073166365","5.51e-01","3.47e-01","-0.00123969382326953","0.2436839854857","4.02e-01","2.43e-01"
"403","model 17 vs 12","adni","_language","MMSE_LANGUAGE","6.68740279937792","-0.0016820712825996","0.24028387974033","4.43e-01","2.41e-01","-0.000664021921627478","0.751878362283412","7.32e-01","7.53e-01"
"404","model 17 vs 12","adni","_language","ADAS_LANGUAGE","6.5569823434992","0.00159789931145789","0.603608143428457","6.42e-01","6.03e-01","0.00333494586790951","0.47191163826876","7.67e-01","4.71e-01"
"405","model 17 vs 12","adni","_language","MOCA_LANGUAGE","5.52107925801012","-0.00178125795188948","0.953979979704498","8.82e-01","9.54e-01","0.0378947001617551","0.382202882761528","6.76e-01","3.82e-01"
"406","model 17 vs 12","adni","_language","COMBINED PVALUES","0","4","0","0","0.664497583535131","4","0","0","0.423535703654942"
"407","model 17 vs 12","adni","_orientation","MMSE_ORIENTATION","6.69206842923795","-0.00596034706925306","0.187703042605691","3.67e-01","1.87e-01","-0.00333970808067246","0.595356297396463","7.64e-01","5.95e-01"
"408","model 17 vs 12","adni","_orientation","ADAS_ORIENTATION","6.55056179775281","-0.00630478886055776","0.0179117238311593","4.65e-02","1.75e-02","-0.0114224961996644","0.00205565576370272","3.8e-03","1.92e-03"
"409","model 17 vs 12","adni","_orientation","MOCA_ORIENTATION","5.52107925801012","0.00293803416709645","0.0969788431648773","2.5e-01","9.63e-02","0.00143437468619645","0.539319601149916","7.07e-01","5.39e-01"
"410","model 17 vs 12","adni","_orientation","CDORIENT","6.80715396578538","-0.000462410266742544","0.175804369933782","3.18e-01","1.76e-01","-5.11518060704834e-05","0.912555460707328","8.13e-01","9.13e-01"
"411","model 17 vs 12","adni","_orientation","COMBINED PVALUES","0","4","0","0","0.00445479938567637","4","0","0","0.275385345943282"
"412","model 17 vs 12","adni","_visuospatial","EcogSPVisspat","5.49166666666667","-0.000617792271018012","0.406208627941246","2.93e-01","4.05e-01","-0.000794483489695865","0.454668670386943","4.41e-01","4.54e-01"
"413","model 17 vs 12","adni","_visuospatial","ADAS_VISUOSPATIAL","6.55216693418941","-0.000442911666306219","0.435778042452324","5.51e-01","4.35e-01","0.000253820619342834","0.759152947469522","9.32e-01","7.59e-01"
"414","model 17 vs 12","adni","_visuospatial","MOCA_VISUOSPATIAL","5.52276559865093","-0.001074941179792","0.506366085039592","1.86e-01","5.06e-01","-0.000558797317501534","0.805977332354934","8.27e-01","8.06e-01"
"415","model 17 vs 12","adni","_visuospatial","COMBINED PVALUES","0","3","0","0","0.411139489774609","3","0","0","0.798874275453398"
"416","model 17 vs 12","adni","_execfunc","EcogSPEF","5.31778929188256","-0.00114024635372584","0.189916462363608","2.72e-01","1.89e-01","-0.00108634972759117","0.369609640489988","4.75e-01","3.69e-01"
"417","model 17 vs 12","adni","_execfunc","MMSE_ATTCALC","5.89580093312597","0.00306402583558093","0.243641582832979","1.16e-01","2.43e-01","0.00432796457346464","0.261720763260326","3.8e-01","2.61e-01"
"418","model 17 vs 12","adni","_execfunc","MOCA_EF","5.50758853288364","0.00647619560448723","0.613998942462955","5.77e-01","6.14e-01","-0.000864607127851072","0.963557173819335","9.78e-01","9.64e-01"
"419","model 17 vs 12","adni","_execfunc","CDJUDGE","6.80715396578538","-0.000299055216089489","0.367387428225989","6.01e-01","3.68e-01","-0.000315615396155175","0.486364262641642","7.12e-01","4.86e-01"
"420","model 17 vs 12","adni","_execfunc","COMBINED PVALUES","0","4","0","0","0.20815668608027","4","0","0","0.653440088417823"
"421","model 17 vs 13","adni","","MMSE","6.69206842923795","0.036546952865243","0.0721492496448246","5.18e-02","7.16e-02","0.0295590488133359","0.288652614759878","4.31e-01","2.88e-01"
"422","model 17 vs 13","adni","","CDRSB","6.73872472783826","-0.0217851691952554","0.0201198598450832","6.12e-02","1.99e-02","-0.0310791423108061","0.0167246573082716","5.21e-02","1.65e-02"
"423","model 17 vs 13","adni","","EcogSPTotal","5.56093489148581","-0.0010562487224947","0.197523362164133","4.07e-01","1.96e-01","-0.00239621566846462","0.0456295014707942","1.28e-01","4.47e-02"
"424","model 17 vs 13","adni","","ADAS13","6.49438202247191","-0.200284135150979","0.172623854432885","1.94e-01","1.72e-01","-0.321690729399831","0.112092253406336","2.72e-01","1.12e-01"
"425","model 17 vs 13","adni","","MOCA","5.46699669966997","0.0154140249911192","0.513837832520073","2.73e-01","5.13e-01","0.0122148078676584","0.719659946094845","2.95e-01","7.2e-01"
"426","model 17 vs 13","adni","","GDTOTAL","6.64074650077761","-0.00325646934222114","0.465719994410013","5.01e-01","4.66e-01","-0.00770229031585006","0.244791738219318","3.28e-01","2.45e-01"
"427","model 17 vs 13","adni","","PTAU","2.28630705394191","0.0875290815302484","0.75976393532577","5.55e-01","7.6e-01","-0.033130483605884","0.943141787845586","7.14e-01","9.43e-01"
"428","model 17 vs 13","adni","","TAU","2.28630705394191","9.39104050623545","0.651379220550862","5.09e-01","6.54e-01","-6.72400657255523","0.837581063992279","6.56e-01","8.37e-01"
"429","model 17 vs 13","adni","","ABETA","2.28630705394191","-172.44350650595","0.59597819661548","6.7e-01","5.95e-01","-76.0234727909015","0.877679260904623","9.23e-01","8.78e-01"
"430","model 17 vs 13","adni","","COMBINED PVALUES","0","8","0","0","0.102556272309114","8","0","0","0.266308946200886"
"431","model 17 vs 13","adni","_memory","EcogSPMem","5.55241264559068","-0.00129942089398232","0.221119523822939","3.99e-01","2.2e-01","-0.00299337008753947","0.0559804193256067","1.29e-01","5.49e-02"
"432","model 17 vs 13","adni","_memory","MMSE_RECALL","5.89735614307932","-0.000895278187898474","0.720242525215386","2.23e-01","7.2e-01","-0.00168140649741045","0.628970780086387","5.21e-01","6.29e-01"
"433","model 17 vs 13","adni","_memory","ADAS_MEMORY","6.54414125200642","-0.0476858910277485","0.309510637401574","1.95e-01","3.09e-01","-0.136236632607638","0.0401798782014281","9.2e-02","3.99e-02"
"434","model 17 vs 13","adni","_memory","MOCA_MEMORY","5.47723440134907","0.0327116105422687","0.250942424297194","3.39e-01","2.5e-01","0.0374624571469669","0.389695703119191","4.97e-01","3.89e-01"
"435","model 17 vs 13","adni","_memory","CDMEMORY","6.80715396578538","-0.000493282110458192","0.201411238024932","4.35e-01","2.01e-01","-0.00118888908637347","0.0247208665101896","7.56e-02","2.42e-02"
"436","model 17 vs 13","adni","_memory","COMBINED PVALUES","0","5","0","0","0.162525643776014","5","0","0","0.00913328461042139"
"437","model 17 vs 13","adni","_language","EcogSPLang","5.54908485856905","-0.000915229109485882","0.232908413624429","4.76e-01","2.32e-01","-0.00203835395375599","0.0763569730702466","1.96e-01","7.53e-02"
"438","model 17 vs 13","adni","_language","MMSE_LANGUAGE","6.68740279937792","-0.00261168630236359","0.0783602559854901","1.75e-01","7.83e-02","-0.00263600045918539","0.217367366538839","4.66e-01","2.18e-01"
"439","model 17 vs 13","adni","_language","ADAS_LANGUAGE","6.5569823434992","0.000662040169490456","0.836373822936941","8.47e-01","8.36e-01","0.00270955760285721","0.557469022931775","7.05e-01","5.58e-01"
"440","model 17 vs 13","adni","_language","MOCA_LANGUAGE","5.52107925801012","0.003573266359946","0.909014176163328","9.89e-01","9.09e-01","0.0283074725812411","0.554175162076057","8.24e-01","5.54e-01"
"441","model 17 vs 13","adni","_language","COMBINED PVALUES","0","4","0","0","0.532656103219555","4","0","0","0.166683723908185"
"442","model 17 vs 13","adni","_orientation","MMSE_ORIENTATION","6.69206842923795","-0.00758968006729388","0.106178286209004","8.06e-02","1.06e-01","-0.00622688779917629","0.325005340890298","5.33e-01","3.25e-01"
"443","model 17 vs 13","adni","_orientation","ADAS_ORIENTATION","6.55056179775281","-0.00748559839396433","0.00707184104324823","1.88e-02","6.81e-03","-0.01204849878253","0.000817996458416527","1.97e-03","7.56e-04"
"444","model 17 vs 13","adni","_orientation","MOCA_ORIENTATION","5.52107925801012","0.00353922787011761","0.0551357757840858","1.56e-01","5.42e-02","0.00534373296934871","0.0342274274710154","3.46e-02","3.36e-02"
"445","model 17 vs 13","adni","_orientation","CDORIENT","6.80715396578538","-0.000590118962485907","0.0955275144254577","2.17e-01","9.48e-02","-0.00122050754920066","0.0109323208118409","3.83e-02","1.06e-02"
"446","model 17 vs 13","adni","_orientation","COMBINED PVALUES","0","4","0","0","0.000456246864155426","4","0","0","5.21348746912281e-05"
"447","model 17 vs 13","adni","_visuospatial","EcogSPVisspat","5.49166666666667","-0.000871248271744801","0.255783798167765","2.6e-01","2.55e-01","-0.00252219536827444","0.0284020425944097","6.54e-02","2.74e-02"
"448","model 17 vs 13","adni","_visuospatial","ADAS_VISUOSPATIAL","6.55216693418941","-7.43732042723765e-05","0.899334170369405","3.22e-02","8.99e-01","0.000276114672138487","0.743261134100452","4.03e-01","7.43e-01"
"449","model 17 vs 13","adni","_visuospatial","MOCA_VISUOSPATIAL","5.52276559865093","-0.000726843236072097","0.658695655644529","3.64e-02","6.58e-01","-0.00221927983154875","0.368916944402624","4.81e-02","3.69e-01"
"450","model 17 vs 13","adni","_visuospatial","COMBINED PVALUES","0","3","0","0","0.722818184552629","3","0","0","0.177454031050898"
"451","model 17 vs 13","adni","_execfunc","EcogSPEF","5.31778929188256","-0.00116962819292696","0.196069685029186","3.54e-01","1.95e-01","-0.00250307122059096","0.0620985277147102","1.46e-01","6.1e-02"
"452","model 17 vs 13","adni","_execfunc","MMSE_ATTCALC","5.89580093312597","-0.00118431335258624","0.66511946206259","2.93e-01","6.65e-01","-0.00129789945226155","0.734157787730924","3.1e-01","7.34e-01"
"453","model 17 vs 13","adni","_execfunc","MOCA_EF","5.50758853288364","0.0109058261581369","0.409490128276576","1.3e-01","4.08e-01","0.00565581389369778","0.778853588016901","1.46e-01","7.79e-01"
"454","model 17 vs 13","adni","_execfunc","CDJUDGE","6.80715396578538","-0.000418511209342073","0.223421861792509","4.71e-01","2.23e-01","-0.00101242963573126","0.0291427267300121","8.48e-02","2.87e-02"
"455","model 17 vs 13","adni","_execfunc","COMBINED PVALUES","0","4","0","0","0.237572989294664","4","0","0","0.152338657496033"
"456","model 17 vs 14","adni","","MMSE","6.69206842923795","0.0149238518516098","0.475294436907314","2.38e-01","4.75e-01","0.00919596301809266","0.749618623373611","3.05e-01","7.49e-01"
"457","model 17 vs 14","adni","","CDRSB","6.73872472783826","-0.0158236780820309","0.0988749029794463","2.43e-01","9.85e-02","-0.0202971084915715","0.117844376503168","2.42e-01","1.17e-01"
"458","model 17 vs 14","adni","","EcogSPTotal","5.56093489148581","-0.000441545830642986","0.602237038596586","6.33e-01","6.02e-01","-0.00132788289430633","0.275412548585142","5.16e-01","2.75e-01"
"459","model 17 vs 14","adni","","ADAS13","6.49438202247191","-0.040224814282981","0.790575819656814","5.08e-01","7.9e-01","-0.119984839451224","0.568898353881848","6.16e-01","5.69e-01"
"460","model 17 vs 14","adni","","MOCA","5.46699669966997","0.00523528079871148","0.83004791026767","7.7e-01","8.3e-01","-0.00990985144051766","0.772533465076928","1.8e-01","7.72e-01"
"461","model 17 vs 14","adni","","GDTOTAL","6.64074650077761","-0.00241001411826658","0.60521105073653","3.04e-01","6.06e-01","-0.00362647182677454","0.589600293648419","5.19e-01","5.9e-01"
"462","model 17 vs 14","adni","","PTAU","2.28630705394191","0.0654672321002248","0.822971544224226","7.08e-01","8.23e-01","-0.0882567920454411","0.834558760120609","8.47e-01","8.34e-01"
"463","model 17 vs 14","adni","","TAU","2.28630705394191","7.76971160798407","0.713437111775891","7.19e-01","7.14e-01","-15.118698132242","0.612975912557845","8.45e-01","6.13e-01"
"464","model 17 vs 14","adni","","ABETA","2.28630705394191","-171.296885562983","0.608842837785057","6.71e-01","6.08e-01","35.4510941057913","0.935968284933054","7.36e-01","9.36e-01"
"465","model 17 vs 14","adni","","COMBINED PVALUES","0","8","0","0","0.802037085730328","8","0","0","0.811371574410372"
"466","model 17 vs 14","adni","_memory","EcogSPMem","5.55241264559068","3.71544734157116e-05","0.973065913394666","6.68e-01","9.73e-01","-0.00162055906532031","0.308750818109589","4.12e-01","3.08e-01"
"467","model 17 vs 14","adni","_memory","MMSE_RECALL","5.89735614307932","0.000167543637599793","0.948533174195083","3.88e-01","9.49e-01","-0.000119741579848838","0.973053497682222","3.24e-01","9.73e-01"
"468","model 17 vs 14","adni","_memory","ADAS_MEMORY","6.54414125200642","-0.0193157695012028","0.691215625516774","4.36e-01","6.91e-01","-0.0861408211692352","0.204739055043219","3.1e-01","2.04e-01"
"469","model 17 vs 14","adni","_memory","MOCA_MEMORY","5.47723440134907","0.0368704422530437","0.212287455356446","4.31e-01","2.12e-01","0.014568711672443","0.733017774691482","6.23e-01","7.33e-01"
"470","model 17 vs 14","adni","_memory","CDMEMORY","6.80715396578538","-0.000534919661686354","0.179781009839212","3.21e-01","1.79e-01","-0.000950516040792191","0.0785567864061519","1.46e-01","7.79e-02"
"471","model 17 vs 14","adni","_memory","COMBINED PVALUES","0","5","0","0","0.852544101554048","5","0","0","0.464447266717547"
"472","model 17 vs 14","adni","_language","EcogSPLang","5.54908485856905","-0.000559566308388847","0.481961292669956","6.55e-01","4.81e-01","-0.00142839546973071","0.220668730303377","4.67e-01","2.2e-01"
"473","model 17 vs 14","adni","_language","MMSE_LANGUAGE","6.68740279937792","-0.00198529107849999","0.195967082657291","3.63e-01","1.96e-01","-0.00156082346944696","0.47555820040932","7.13e-01","4.75e-01"
"474","model 17 vs 14","adni","_language","ADAS_LANGUAGE","6.5569823434992","0.00263895323952924","0.424982950561847","7.27e-01","4.24e-01","0.00808466370233747","0.0822419649207209","1.61e-01","8.15e-02"
"475","model 17 vs 14","adni","_language","MOCA_LANGUAGE","5.52107925801012","0.00894089556778908","0.7832525623019","9.63e-01","7.83e-01","-0.0268978207834649","0.564598623870334","6.24e-01","5.65e-01"
"476","model 17 vs 14","adni","_language","COMBINED PVALUES","0","4","0","0","0.437830163264098","4","0","0","0.150767551625966"
"477","model 17 vs 14","adni","_orientation","MMSE_ORIENTATION","6.69206842923795","-0.00352709369760749","0.467952500178245","5.56e-01","4.68e-01","0.000130479212042347","0.984005035890799","9.42e-01","9.84e-01"
"478","model 17 vs 14","adni","_orientation","ADAS_ORIENTATION","6.55056179775281","-0.00451961581075296","0.115516742769871","2.42e-01","1.15e-01","-0.00693264530676438","0.065435611636826","1.6e-01","6.47e-02"
"479","model 17 vs 14","adni","_orientation","MOCA_ORIENTATION","5.52107925801012","0.00123299935369454","0.516004330151602","8.09e-01","5.16e-01","0.000553986619132787","0.828307708943687","9.34e-01","8.28e-01"
"480","model 17 vs 14","adni","_orientation","CDORIENT","6.80715396578538","-0.000359306286051107","0.325915629026055","6.08e-01","3.25e-01","-0.000581778134798491","0.233197315522836","4.88e-01","2.33e-01"
"481","model 17 vs 14","adni","_orientation","COMBINED PVALUES","0","4","0","0","0.198455403955033","4","0","0","0.663711377329337"
"482","model 17 vs 14","adni","_visuospatial","EcogSPVisspat","5.49166666666667","-0.000657124037665241","0.407844188205412","1.96e-01","4.07e-01","-0.00120787121764475","0.295292582658448","3.86e-01","2.95e-01"
"483","model 17 vs 14","adni","_visuospatial","ADAS_VISUOSPATIAL","6.55216693418941","-0.000119987483819207","0.843670078546535","4.6e-02","8.44e-01","-0.000137813642085682","0.872852369747186","2.09e-01","8.73e-01"
"484","model 17 vs 14","adni","_visuospatial","MOCA_VISUOSPATIAL","5.52276559865093","-0.000809311367115944","0.635668837445355","1.74e-01","6.35e-01","-0.0025509772581252","0.298707743214794","2.86e-02","2.99e-01"
"485","model 17 vs 14","adni","_visuospatial","COMBINED PVALUES","0","3","0","0","0.741231489756194","3","0","0","0.517170972137068"
"486","model 17 vs 14","adni","_execfunc","EcogSPEF","5.31778929188256","-0.000617375266826966","0.506301773066733","5.03e-01","5.07e-01","-0.00149273235751455","0.267207779532024","4.61e-01","2.67e-01"
"487","model 17 vs 14","adni","_execfunc","MMSE_ATTCALC","5.89580093312597","-0.000989612071047723","0.726276797792801","4.43e-01","7.26e-01","-0.00175643471372219","0.653837356014221","3.56e-01","6.54e-01"
"488","model 17 vs 14","adni","_execfunc","MOCA_EF","5.50758853288364","0.00316435839546134","0.817043533005563","8.13e-01","8.17e-01","-0.00659901782910638","0.743459092518843","4.58e-01","7.43e-01"
"489","model 17 vs 14","adni","_execfunc","CDJUDGE","6.80715396578538","-0.00034388395073308","0.332880600294229","6.09e-01","3.33e-01","-0.000723405170164788","0.13014335514474","3.14e-01","1.3e-01"
"490","model 17 vs 14","adni","_execfunc","COMBINED PVALUES","0","4","0","0","0.70723570886796","4","0","0","0.363255966729165"
"491","model 17 vs 15","adni","","MMSE","6.69206842923795","0.0318148381137454","0.133639691913539","1.02e-01","1.33e-01","0.0118866351942668","0.665912927415204","5.96e-01","6.66e-01"
"492","model 17 vs 15","adni","","CDRSB","6.73872472783826","-0.0219189674034716","0.024865227233583","7.06e-02","2.46e-02","-0.0201361497449849","0.107718653213237","2.7e-01","1.07e-01"
